,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"filtered_prob[537, 1]",0.556,0.197,0.198,0.895,0.005,0.003,1552.0,1755.0,1.0
"filtered_prob[537, 2]",0.135,0.121,0.0,0.359,0.003,0.003,1268.0,1456.0,1.0
"filtered_prob[538, 0]",0.131,0.11,0.001,0.337,0.003,0.003,1438.0,1926.0,1.0
"filtered_prob[538, 1]",0.578,0.195,0.213,0.912,0.006,0.002,1006.0,1685.0,1.0
"filtered_prob[538, 2]",0.29,0.178,0.0,0.585,0.006,0.002,911.0,1358.0,1.0
"filtered_prob[539, 0]",0.362,0.175,0.066,0.693,0.004,0.003,1656.0,1959.0,1.0
"filtered_prob[539, 1]",0.53,0.187,0.178,0.846,0.005,0.003,1424.0,2051.0,1.0
"filtered_prob[539, 2]",0.107,0.106,0.0,0.306,0.003,0.003,1399.0,1496.0,1.0
"filtered_prob[540, 0]",0.134,0.112,0.0,0.339,0.003,0.003,1421.0,1843.0,1.0
"filtered_prob[540, 1]",0.57,0.192,0.22,0.911,0.006,0.002,1041.0,1658.0,1.0
"filtered_prob[540, 2]",0.295,0.179,0.0,0.59,0.006,0.002,937.0,1325.0,1.0
"filtered_prob[541, 0]",0.067,0.062,0.0,0.181,0.002,0.002,1279.0,1714.0,1.0
"filtered_prob[541, 1]",0.47,0.214,0.111,0.874,0.008,0.003,666.0,1495.0,1.0
"filtered_prob[541, 2]",0.463,0.211,0.038,0.79,0.008,0.003,704.0,1284.0,1.0
"filtered_prob[542, 0]",0.954,0.054,0.863,1.0,0.001,0.003,1720.0,1335.0,1.0
"filtered_prob[542, 1]",0.043,0.054,0.0,0.134,0.001,0.003,1543.0,2001.0,1.0
"filtered_prob[542, 2]",0.003,0.009,0.0,0.013,0.0,0.001,896.0,939.0,1.0
"filtered_prob[543, 0]",0.369,0.186,0.054,0.707,0.005,0.003,1159.0,1697.0,1.0
"filtered_prob[543, 1]",0.389,0.219,0.062,0.808,0.009,0.004,669.0,1297.0,1.0
"filtered_prob[543, 2]",0.242,0.188,0.0,0.577,0.006,0.002,816.0,1430.0,1.0
"filtered_prob[544, 0]",0.694,0.174,0.364,0.965,0.004,0.003,1703.0,2093.0,1.0
"filtered_prob[544, 1]",0.263,0.166,0.007,0.567,0.004,0.003,1637.0,1883.0,1.0
"filtered_prob[544, 2]",0.043,0.056,0.0,0.147,0.001,0.002,1442.0,1536.0,1.0
"filtered_prob[545, 0]",0.332,0.188,0.024,0.67,0.005,0.003,1570.0,2051.0,1.0
"filtered_prob[545, 1]",0.473,0.211,0.09,0.834,0.007,0.003,1017.0,1426.0,1.0
"filtered_prob[545, 2]",0.196,0.154,0.0,0.477,0.005,0.002,894.0,1397.0,1.0
"filtered_prob[546, 0]",0.518,0.205,0.151,0.881,0.005,0.002,1780.0,2159.0,1.0
"filtered_prob[546, 1]",0.41,0.202,0.077,0.786,0.005,0.003,1655.0,1684.0,1.0
"filtered_prob[546, 2]",0.072,0.079,0.0,0.221,0.002,0.002,1349.0,1471.0,1.0
"filtered_prob[547, 0]",0.141,0.107,0.002,0.335,0.003,0.003,1399.0,1847.0,1.0
"filtered_prob[547, 1]",0.464,0.2,0.114,0.821,0.008,0.003,594.0,1299.0,1.0
"filtered_prob[547, 2]",0.395,0.179,0.037,0.669,0.008,0.004,571.0,935.0,1.0
"filtered_prob[548, 0]",0.055,0.057,0.0,0.157,0.002,0.002,1234.0,1686.0,1.0
"filtered_prob[548, 1]",0.352,0.219,0.0,0.756,0.012,0.005,392.0,846.0,1.0
"filtered_prob[548, 2]",0.593,0.214,0.171,0.947,0.011,0.006,449.0,741.0,1.0
"filtered_prob[549, 0]",0.06,0.059,0.0,0.169,0.002,0.002,1197.0,1811.0,1.0
"filtered_prob[549, 1]",0.318,0.203,0.0,0.683,0.01,0.004,465.0,1201.0,1.0
"filtered_prob[549, 2]",0.622,0.195,0.248,0.948,0.009,0.004,583.0,1197.0,1.0
"filtered_prob[550, 0]",0.037,0.037,0.0,0.104,0.001,0.001,1343.0,1720.0,1.0
"filtered_prob[550, 1]",0.686,0.175,0.365,0.97,0.004,0.004,2313.0,1961.0,1.0
"filtered_prob[550, 2]",0.277,0.175,0.009,0.593,0.003,0.003,2594.0,2015.0,1.0
"filtered_prob[551, 0]",0.039,0.038,0.0,0.107,0.001,0.001,1296.0,1859.0,1.0
"filtered_prob[551, 1]",0.431,0.197,0.059,0.778,0.007,0.003,838.0,1217.0,1.0
"filtered_prob[551, 2]",0.53,0.195,0.202,0.921,0.007,0.003,896.0,1500.0,1.0
"filtered_prob[552, 0]",0.176,0.108,0.002,0.369,0.003,0.002,1275.0,1685.0,1.0
"filtered_prob[552, 1]",0.543,0.159,0.259,0.84,0.004,0.002,1439.0,1693.0,1.0
"filtered_prob[552, 2]",0.282,0.155,0.0,0.538,0.003,0.002,1795.0,1412.0,1.0
"filtered_prob[553, 0]",0.971,0.042,0.903,1.0,0.001,0.003,1677.0,1798.0,1.0
"filtered_prob[553, 1]",0.027,0.042,0.0,0.096,0.001,0.003,1444.0,1807.0,1.0
"filtered_prob[553, 2]",0.002,0.005,0.0,0.007,0.0,0.001,725.0,705.0,1.0
"filtered_prob[554, 0]",0.176,0.12,0.002,0.397,0.003,0.003,1207.0,1683.0,1.0
"filtered_prob[554, 1]",0.326,0.24,0.019,0.811,0.014,0.009,406.0,631.0,1.0
"filtered_prob[554, 2]",0.498,0.23,0.01,0.788,0.011,0.008,529.0,717.0,1.0
"filtered_prob[555, 0]",0.388,0.178,0.059,0.706,0.005,0.002,1305.0,1708.0,1.0
"filtered_prob[555, 1]",0.441,0.188,0.111,0.79,0.006,0.003,1031.0,1514.0,1.0
"filtered_prob[555, 2]",0.172,0.139,0.0,0.429,0.004,0.003,1268.0,1490.0,1.0
"filtered_prob[556, 0]",0.075,0.07,0.0,0.2,0.002,0.002,1238.0,1844.0,1.0
"filtered_prob[556, 1]",0.406,0.225,0.083,0.866,0.011,0.005,474.0,1150.0,1.0
"filtered_prob[556, 2]",0.519,0.221,0.046,0.823,0.011,0.006,518.0,1030.0,1.0
"filtered_prob[557, 0]",0.917,0.074,0.787,1.0,0.002,0.002,1664.0,2127.0,1.0
"filtered_prob[557, 1]",0.075,0.073,0.0,0.204,0.002,0.003,1595.0,1882.0,1.0
"filtered_prob[557, 2]",0.008,0.014,0.0,0.03,0.0,0.001,1058.0,1667.0,1.0
"filtered_prob[558, 0]",0.08,0.084,0.0,0.242,0.002,0.003,1240.0,1832.0,1.0
"filtered_prob[558, 1]",0.281,0.259,0.0,0.831,0.017,0.012,326.0,565.0,1.0
"filtered_prob[558, 2]",0.639,0.258,0.076,0.957,0.016,0.011,421.0,680.0,1.0
"filtered_prob[559, 0]",0.305,0.169,0.026,0.604,0.005,0.002,1228.0,1738.0,1.0
"filtered_prob[559, 1]",0.445,0.19,0.125,0.806,0.007,0.003,885.0,1406.0,1.0
"filtered_prob[559, 2]",0.249,0.167,0.0,0.542,0.005,0.002,1184.0,1581.0,1.0
"filtered_prob[560, 0]",0.072,0.066,0.0,0.187,0.002,0.002,1248.0,1788.0,1.0
"filtered_prob[560, 1]",0.399,0.221,0.072,0.853,0.011,0.005,502.0,1184.0,1.0
"filtered_prob[560, 2]",0.529,0.218,0.069,0.853,0.01,0.005,553.0,1164.0,1.0
"filtered_prob[561, 0]",0.985,0.03,0.948,1.0,0.001,0.003,1763.0,1520.0,1.0
"filtered_prob[561, 1]",0.014,0.03,0.0,0.05,0.001,0.003,1642.0,1495.0,1.0
"filtered_prob[561, 2]",0.001,0.004,0.0,0.004,0.0,0.0,838.0,1059.0,1.0
"filtered_prob[562, 0]",0.249,0.163,0.003,0.545,0.005,0.003,1110.0,1739.0,1.0
"filtered_prob[562, 1]",0.374,0.251,0.038,0.849,0.011,0.005,559.0,1356.0,1.0
"filtered_prob[562, 2]",0.378,0.237,0.0,0.74,0.009,0.003,697.0,1217.0,1.0
"filtered_prob[563, 0]",0.073,0.088,0.0,0.232,0.002,0.003,1190.0,1660.0,1.0
"filtered_prob[563, 1]",0.309,0.239,0.0,0.777,0.013,0.007,368.0,793.0,1.0
"filtered_prob[563, 2]",0.618,0.236,0.145,0.969,0.012,0.007,454.0,851.0,1.0
"filtered_prob[564, 0]",0.608,0.187,0.264,0.937,0.005,0.003,1414.0,1856.0,1.0
"filtered_prob[564, 1]",0.311,0.173,0.039,0.643,0.004,0.003,1598.0,1800.0,1.0
"filtered_prob[564, 2]",0.081,0.09,0.0,0.246,0.002,0.003,1411.0,1532.0,1.0
"filtered_prob[565, 0]",0.077,0.089,0.0,0.244,0.002,0.003,1238.0,1796.0,1.0
"filtered_prob[565, 1]",0.335,0.236,0.0,0.765,0.012,0.005,402.0,1032.0,1.0
"filtered_prob[565, 2]",0.587,0.229,0.154,0.954,0.01,0.005,526.0,985.0,1.0
"filtered_prob[566, 0]",0.062,0.07,0.0,0.19,0.002,0.003,1162.0,1701.0,1.0
"filtered_prob[566, 1]",0.299,0.218,0.0,0.691,0.009,0.004,543.0,1086.0,1.0
"filtered_prob[566, 2]",0.639,0.211,0.245,0.971,0.008,0.004,726.0,1481.0,1.0
"filtered_prob[567, 0]",0.12,0.091,0.0,0.284,0.003,0.002,1147.0,1404.0,1.0
"filtered_prob[567, 1]",0.41,0.193,0.065,0.753,0.007,0.003,820.0,1705.0,1.0
"filtered_prob[567, 2]",0.471,0.185,0.119,0.814,0.006,0.003,1143.0,1441.0,1.0
"filtered_prob[568, 0]",0.977,0.039,0.923,1.0,0.001,0.003,1758.0,1543.0,1.0
"filtered_prob[568, 1]",0.021,0.038,0.0,0.076,0.001,0.003,1638.0,1754.0,1.0
"filtered_prob[568, 2]",0.002,0.007,0.0,0.008,0.0,0.001,723.0,568.0,1.0
"filtered_prob[569, 0]",0.146,0.118,0.0,0.366,0.003,0.003,1243.0,1689.0,1.0
"filtered_prob[569, 1]",0.337,0.264,0.014,0.862,0.015,0.008,471.0,956.0,1.0
"filtered_prob[569, 2]",0.517,0.26,0.005,0.838,0.012,0.007,560.0,970.0,1.0
"filtered_prob[570, 0]",0.976,0.035,0.925,1.0,0.001,0.003,1771.0,1684.0,1.0
"filtered_prob[570, 1]",0.022,0.034,0.0,0.073,0.001,0.003,1724.0,1656.0,1.0
"filtered_prob[570, 2]",0.002,0.004,0.0,0.007,0.0,0.0,1172.0,1637.0,1.0
"filtered_prob[571, 0]",0.188,0.138,0.001,0.448,0.004,0.003,1230.0,1692.0,1.0
"filtered_prob[571, 1]",0.359,0.259,0.021,0.851,0.013,0.007,504.0,1056.0,1.0
"filtered_prob[571, 2]",0.453,0.253,0.0,0.802,0.011,0.005,591.0,1093.0,1.0
"filtered_prob[572, 0]",0.934,0.062,0.825,1.0,0.001,0.002,1797.0,2270.0,1.0
"filtered_prob[572, 1]",0.06,0.061,0.0,0.166,0.001,0.002,1797.0,2163.0,1.0
"filtered_prob[572, 2]",0.006,0.011,0.0,0.024,0.0,0.001,1283.0,1580.0,1.0
"filtered_prob[573, 0]",0.226,0.128,0.016,0.457,0.004,0.003,1240.0,1660.0,1.0
"filtered_prob[573, 1]",0.333,0.226,0.037,0.779,0.012,0.007,463.0,746.0,1.0
"filtered_prob[573, 2]",0.441,0.211,0.008,0.724,0.01,0.006,527.0,648.0,1.0
"filtered_prob[574, 0]",0.115,0.092,0.0,0.278,0.003,0.002,1224.0,1768.0,1.0
"filtered_prob[574, 1]",0.407,0.225,0.083,0.851,0.011,0.005,518.0,1205.0,1.0
"filtered_prob[574, 2]",0.478,0.22,0.029,0.789,0.01,0.005,589.0,1178.0,1.0
"filtered_prob[575, 0]",0.085,0.069,0.0,0.206,0.002,0.002,1233.0,1842.0,1.0
"filtered_prob[575, 1]",0.407,0.221,0.091,0.869,0.01,0.005,548.0,1357.0,1.0
"filtered_prob[575, 2]",0.507,0.218,0.047,0.829,0.009,0.005,616.0,1139.0,1.0
"filtered_prob[576, 0]",0.203,0.091,0.041,0.368,0.003,0.002,1264.0,1963.0,1.0
"filtered_prob[576, 1]",0.405,0.167,0.113,0.718,0.007,0.003,693.0,1481.0,1.0
"filtered_prob[576, 2]",0.392,0.15,0.074,0.643,0.005,0.003,823.0,1201.0,1.0
"filtered_prob[577, 0]",0.887,0.09,0.728,1.0,0.002,0.002,1750.0,2020.0,1.0
"filtered_prob[577, 1]",0.102,0.088,0.0,0.26,0.002,0.002,1645.0,2114.0,1.0
"filtered_prob[577, 2]",0.011,0.021,0.0,0.046,0.001,0.001,978.0,1192.0,1.0
"filtered_prob[578, 0]",0.98,0.03,0.937,1.0,0.001,0.002,1838.0,1668.0,1.0
"filtered_prob[578, 1]",0.019,0.03,0.0,0.061,0.001,0.002,1881.0,1709.0,1.0
"filtered_prob[578, 2]",0.001,0.003,0.0,0.006,0.0,0.0,1321.0,1812.0,1.0
"filtered_prob[579, 0]",0.471,0.198,0.112,0.823,0.006,0.003,1208.0,1623.0,1.0
"filtered_prob[579, 1]",0.343,0.211,0.013,0.727,0.008,0.004,740.0,1284.0,1.0
"filtered_prob[579, 2]",0.186,0.165,0.0,0.501,0.005,0.003,919.0,1286.0,1.0
"filtered_prob[580, 0]",0.607,0.206,0.235,0.954,0.005,0.003,1532.0,2005.0,1.0
"filtered_prob[580, 1]",0.324,0.195,0.02,0.686,0.005,0.004,1509.0,1641.0,1.0
"filtered_prob[580, 2]",0.069,0.083,0.0,0.225,0.002,0.003,1389.0,1373.0,1.0
"filtered_prob[581, 0]",0.388,0.21,0.04,0.768,0.005,0.003,1509.0,1891.0,1.0
"filtered_prob[581, 1]",0.464,0.215,0.076,0.836,0.006,0.003,1229.0,1435.0,1.0
"filtered_prob[581, 2]",0.148,0.13,0.0,0.391,0.004,0.003,1104.0,1404.0,1.0
"filtered_prob[582, 0]",0.984,0.029,0.942,1.0,0.001,0.002,1825.0,2180.0,1.0
"filtered_prob[582, 1]",0.015,0.029,0.0,0.058,0.001,0.002,1694.0,2042.0,1.0
"filtered_prob[582, 2]",0.001,0.002,0.0,0.003,0.0,0.0,1148.0,1755.0,1.0
"filtered_prob[583, 0]",0.531,0.197,0.175,0.884,0.005,0.003,1331.0,1764.0,1.0
"filtered_prob[583, 1]",0.317,0.201,0.017,0.691,0.007,0.004,848.0,1280.0,1.0
"filtered_prob[583, 2]",0.152,0.143,0.0,0.432,0.004,0.003,939.0,1334.0,1.0
"filtered_prob[584, 0]",0.178,0.135,0.001,0.431,0.004,0.003,1287.0,1631.0,1.0
"filtered_prob[584, 1]",0.46,0.232,0.092,0.877,0.01,0.003,615.0,1625.0,1.0
"filtered_prob[584, 2]",0.362,0.213,0.0,0.684,0.008,0.003,657.0,1277.0,1.0
"filtered_prob[585, 0]",0.834,0.118,0.614,0.996,0.003,0.002,1675.0,2302.0,1.0
"filtered_prob[585, 1]",0.15,0.116,0.001,0.366,0.003,0.003,1604.0,2115.0,1.0
"filtered_prob[585, 2]",0.016,0.026,0.0,0.06,0.001,0.001,1350.0,1438.0,1.0
"filtered_prob[586, 0]",0.768,0.156,0.488,0.99,0.004,0.003,1808.0,2047.0,1.0
"filtered_prob[586, 1]",0.197,0.148,0.001,0.472,0.004,0.003,1848.0,2087.0,1.0
"filtered_prob[586, 2]",0.035,0.047,0.0,0.121,0.001,0.002,1393.0,1429.0,1.0
"filtered_prob[587, 0]",0.135,0.12,0.0,0.359,0.003,0.003,1315.0,1792.0,1.0
"filtered_prob[587, 1]",0.393,0.248,0.039,0.864,0.013,0.006,475.0,1017.0,1.0
"filtered_prob[587, 2]",0.472,0.245,0.005,0.805,0.011,0.005,564.0,938.0,1.0
"filtered_prob[588, 0]",0.143,0.105,0.001,0.329,0.003,0.003,1274.0,1496.0,1.0
"filtered_prob[588, 1]",0.472,0.214,0.11,0.859,0.009,0.003,659.0,1660.0,1.0
"filtered_prob[588, 2]",0.385,0.207,0.0,0.69,0.008,0.003,751.0,1471.0,1.0
"filtered_prob[589, 0]",0.068,0.06,0.0,0.172,0.002,0.002,1247.0,1735.0,1.0
"filtered_prob[589, 1]",0.406,0.223,0.08,0.87,0.01,0.005,538.0,1327.0,1.0
"filtered_prob[589, 2]",0.525,0.221,0.06,0.847,0.01,0.005,584.0,1183.0,1.0
"filtered_prob[590, 0]",0.065,0.055,0.0,0.162,0.002,0.002,1233.0,1782.0,1.0
"filtered_prob[590, 1]",0.374,0.219,0.014,0.794,0.01,0.005,554.0,1380.0,1.0
"filtered_prob[590, 2]",0.562,0.216,0.109,0.898,0.009,0.005,619.0,1188.0,1.0
"filtered_prob[591, 0]",0.058,0.05,0.0,0.148,0.001,0.001,1222.0,1776.0,1.0
"filtered_prob[591, 1]",0.338,0.215,0.0,0.751,0.01,0.005,538.0,1283.0,1.0
"filtered_prob[591, 2]",0.604,0.212,0.179,0.937,0.009,0.005,633.0,1075.0,1.0
"filtered_prob[592, 0]",0.09,0.074,0.0,0.223,0.002,0.002,1684.0,1747.0,1.0
"filtered_prob[592, 1]",0.793,0.127,0.553,0.98,0.005,0.004,830.0,1172.0,1.0
"filtered_prob[592, 2]",0.117,0.115,0.0,0.336,0.005,0.004,659.0,1323.0,1.0
"filtered_prob[593, 0]",0.065,0.055,0.0,0.162,0.001,0.002,1357.0,1997.0,1.0
"filtered_prob[593, 1]",0.61,0.159,0.307,0.893,0.004,0.003,1534.0,1736.0,1.0
"filtered_prob[593, 2]",0.325,0.165,0.0,0.593,0.004,0.003,1473.0,1277.0,1.0
"filtered_prob[594, 0]",0.052,0.044,0.0,0.134,0.001,0.001,1238.0,1681.0,1.0
"filtered_prob[594, 1]",0.46,0.201,0.108,0.843,0.007,0.003,837.0,1342.0,1.0
"filtered_prob[594, 2]",0.488,0.198,0.104,0.831,0.007,0.003,905.0,1331.0,1.0
"filtered_prob[595, 0]",0.046,0.045,0.0,0.128,0.001,0.002,1183.0,1725.0,1.0
"filtered_prob[595, 1]",0.345,0.207,0.0,0.699,0.008,0.003,644.0,1161.0,1.0
"filtered_prob[595, 2]",0.609,0.202,0.23,0.95,0.008,0.003,726.0,1339.0,1.0
"filtered_prob[596, 0]",0.053,0.061,0.0,0.16,0.002,0.003,1143.0,1812.0,1.0
"filtered_prob[596, 1]",0.291,0.213,0.0,0.663,0.007,0.003,777.0,1254.0,1.0
"filtered_prob[596, 2]",0.656,0.207,0.285,0.981,0.006,0.003,1066.0,1853.0,1.0
"filtered_prob[597, 0]",0.638,0.19,0.285,0.953,0.006,0.003,1159.0,1736.0,1.0
"filtered_prob[597, 1]",0.286,0.168,0.017,0.59,0.004,0.003,1751.0,2153.0,1.0
"filtered_prob[597, 2]",0.076,0.101,0.0,0.264,0.005,0.006,682.0,635.0,1.0
"filtered_prob[598, 0]",0.563,0.199,0.185,0.907,0.005,0.003,1421.0,1910.0,1.0
"filtered_prob[598, 1]",0.355,0.181,0.033,0.678,0.005,0.003,1528.0,1857.0,1.0
"filtered_prob[598, 2]",0.082,0.094,0.0,0.264,0.003,0.004,1214.0,1456.0,1.0
"filtered_prob[599, 0]",0.567,0.238,0.145,0.969,0.006,0.003,1798.0,1962.0,1.0
"filtered_prob[599, 1]",0.356,0.209,0.006,0.724,0.005,0.003,1789.0,2326.0,1.0
"filtered_prob[599, 2]",0.077,0.099,0.0,0.273,0.002,0.003,1537.0,1607.0,1.0
"filtered_prob[600, 0]",0.171,0.135,0.0,0.409,0.004,0.003,1255.0,1813.0,1.0
"filtered_prob[600, 1]",0.507,0.211,0.141,0.881,0.008,0.003,730.0,1454.0,1.0
"filtered_prob[600, 2]",0.321,0.187,0.0,0.615,0.006,0.002,894.0,1438.0,1.0
"filtered_prob[601, 0]",0.942,0.063,0.824,1.0,0.001,0.002,1712.0,2173.0,1.0
"filtered_prob[601, 1]",0.054,0.062,0.0,0.171,0.001,0.002,1573.0,2159.0,1.0
"filtered_prob[601, 2]",0.004,0.011,0.0,0.017,0.0,0.001,984.0,1064.0,1.0
"filtered_prob[602, 0]",0.993,0.016,0.977,1.0,0.0,0.002,1840.0,1206.0,1.0
"filtered_prob[602, 1]",0.006,0.016,0.0,0.022,0.0,0.002,1887.0,1911.0,1.0
"filtered_prob[602, 2]",0.0,0.001,0.0,0.002,0.0,0.0,1338.0,1867.0,1.0
"filtered_prob[603, 0]",0.962,0.037,0.899,1.0,0.001,0.001,1465.0,2017.0,1.0
"filtered_prob[603, 1]",0.033,0.036,0.0,0.093,0.001,0.001,1744.0,2119.0,1.0
"filtered_prob[603, 2]",0.005,0.009,0.0,0.019,0.0,0.001,1453.0,1639.0,1.0
"filtered_prob[604, 0]",0.996,0.011,0.984,1.0,0.0,0.001,1783.0,1212.0,1.0
"filtered_prob[604, 1]",0.004,0.011,0.0,0.015,0.0,0.001,1908.0,1560.0,1.0
"filtered_prob[604, 2]",0.0,0.001,0.0,0.001,0.0,0.0,1345.0,1990.0,1.0
"filtered_prob[605, 0]",0.087,0.091,0.0,0.258,0.003,0.004,1219.0,1673.0,1.0
"filtered_prob[605, 1]",0.26,0.27,0.0,0.857,0.018,0.014,344.0,620.0,1.0
"filtered_prob[605, 2]",0.653,0.271,0.052,0.954,0.017,0.013,441.0,505.0,1.0
"filtered_prob[606, 0]",0.897,0.088,0.745,0.999,0.002,0.003,1692.0,2174.0,1.0
"filtered_prob[606, 1]",0.089,0.083,0.0,0.231,0.002,0.003,1877.0,2175.0,1.0
"filtered_prob[606, 2]",0.014,0.024,0.0,0.054,0.001,0.002,1267.0,1601.0,1.0
"filtered_prob[607, 0]",0.08,0.083,0.0,0.239,0.002,0.003,1227.0,1753.0,1.0
"filtered_prob[607, 1]",0.282,0.258,0.0,0.835,0.016,0.012,331.0,611.0,1.0
"filtered_prob[607, 2]",0.638,0.258,0.057,0.931,0.016,0.011,413.0,635.0,1.0
"filtered_prob[608, 0]",0.106,0.083,0.0,0.254,0.002,0.002,1141.0,1477.0,1.0
"filtered_prob[608, 1]",0.372,0.219,0.079,0.841,0.011,0.006,525.0,1079.0,1.0
"filtered_prob[608, 2]",0.522,0.214,0.07,0.829,0.009,0.006,641.0,1082.0,1.0
"filtered_prob[609, 0]",0.986,0.029,0.953,1.0,0.001,0.003,1772.0,1626.0,1.0
"filtered_prob[609, 1]",0.013,0.029,0.0,0.045,0.001,0.003,1697.0,1669.0,1.0
"filtered_prob[609, 2]",0.001,0.003,0.0,0.004,0.0,0.0,845.0,931.0,1.0
"filtered_prob[610, 0]",0.912,0.075,0.783,1.0,0.002,0.002,1235.0,2088.0,1.0
"filtered_prob[610, 1]",0.073,0.07,0.0,0.196,0.002,0.002,1346.0,1998.0,1.0
"filtered_prob[610, 2]",0.014,0.024,0.0,0.053,0.001,0.002,1470.0,1733.0,1.0
"filtered_prob[611, 0]",0.981,0.025,0.942,1.0,0.001,0.001,1725.0,2111.0,1.0
"filtered_prob[611, 1]",0.017,0.024,0.0,0.055,0.001,0.001,1921.0,1821.0,1.0
"filtered_prob[611, 2]",0.002,0.004,0.0,0.007,0.0,0.0,1432.0,1743.0,1.0
"filtered_prob[612, 0]",0.126,0.108,0.0,0.329,0.003,0.003,1184.0,1463.0,1.0
"filtered_prob[612, 1]",0.316,0.27,0.002,0.865,0.016,0.01,450.0,804.0,1.0
"filtered_prob[612, 2]",0.558,0.266,0.0,0.867,0.013,0.009,523.0,746.0,1.0
"filtered_prob[613, 0]",0.062,0.069,0.0,0.186,0.002,0.003,1176.0,1550.0,1.0
"filtered_prob[613, 1]",0.276,0.228,0.0,0.747,0.014,0.009,343.0,602.0,1.0
"filtered_prob[613, 2]",0.661,0.226,0.162,0.964,0.013,0.009,410.0,619.0,1.0
"filtered_prob[614, 0]",0.89,0.094,0.719,0.999,0.002,0.003,1864.0,2047.0,1.0
"filtered_prob[614, 1]",0.095,0.089,0.0,0.253,0.002,0.003,1962.0,2132.0,1.0
"filtered_prob[614, 2]",0.015,0.028,0.0,0.061,0.001,0.002,961.0,1236.0,1.0
"filtered_prob[615, 0]",0.805,0.133,0.568,0.993,0.003,0.003,1641.0,2146.0,1.0
"filtered_prob[615, 1]",0.162,0.124,0.001,0.388,0.003,0.003,1670.0,2268.0,1.0
"filtered_prob[615, 2]",0.033,0.045,0.0,0.117,0.001,0.002,1420.0,1601.0,1.0
"filtered_prob[616, 0]",0.222,0.149,0.001,0.5,0.004,0.003,1222.0,1797.0,1.0
"filtered_prob[616, 1]",0.432,0.233,0.077,0.857,0.01,0.004,595.0,1496.0,1.0
"filtered_prob[616, 2]",0.346,0.211,0.0,0.668,0.008,0.003,678.0,1243.0,1.0
"filtered_prob[617, 0]",0.06,0.065,0.0,0.181,0.002,0.002,1201.0,1633.0,1.0
"filtered_prob[617, 1]",0.328,0.232,0.0,0.78,0.013,0.007,353.0,829.0,1.0
"filtered_prob[617, 2]",0.612,0.227,0.125,0.939,0.013,0.007,405.0,749.0,1.0
"filtered_prob[618, 0]",0.844,0.117,0.638,0.998,0.003,0.003,1755.0,2159.0,1.0
"filtered_prob[618, 1]",0.135,0.111,0.0,0.328,0.003,0.003,1814.0,2268.0,1.0
"filtered_prob[618, 2]",0.021,0.035,0.0,0.082,0.001,0.002,1065.0,1372.0,1.0
"filtered_prob[619, 0]",0.079,0.079,0.0,0.228,0.002,0.003,1244.0,1796.0,1.0
"filtered_prob[619, 1]",0.303,0.249,0.0,0.823,0.015,0.01,331.0,667.0,1.01
"filtered_prob[619, 2]",0.618,0.247,0.076,0.932,0.014,0.01,421.0,695.0,1.0
"filtered_prob[620, 0]",0.465,0.188,0.107,0.791,0.005,0.002,1268.0,1505.0,1.0
"filtered_prob[620, 1]",0.398,0.177,0.084,0.724,0.005,0.003,1217.0,1676.0,1.0
"filtered_prob[620, 2]",0.137,0.122,0.0,0.367,0.003,0.003,1469.0,1554.0,1.0
"filtered_prob[621, 0]",0.229,0.145,0.012,0.497,0.004,0.003,1352.0,1824.0,1.0
"filtered_prob[621, 1]",0.53,0.191,0.21,0.905,0.006,0.003,973.0,1316.0,1.0
"filtered_prob[621, 2]",0.241,0.165,0.0,0.522,0.005,0.002,1112.0,1454.0,1.0
"filtered_prob[622, 0]",0.961,0.049,0.876,1.0,0.001,0.002,1783.0,2004.0,1.0
"filtered_prob[622, 1]",0.036,0.049,0.0,0.122,0.001,0.002,1559.0,1976.0,1.0
"filtered_prob[622, 2]",0.002,0.006,0.0,0.009,0.0,0.001,1029.0,1583.0,1.0
init_state[0],0.205,0.101,0.032,0.398,0.002,0.002,2197.0,1651.0,1.0
init_state[1],0.639,0.135,0.392,0.89,0.004,0.003,1416.0,1728.0,1.0
init_state[2],0.156,0.104,0.003,0.339,0.004,0.003,1035.0,1391.0,1.0
nu,21.635,8.474,8.281,37.985,0.145,0.173,3224.0,1989.0,1.0
sigma_state[0],1.069,0.138,0.812,1.325,0.004,0.002,1310.0,1859.0,1.0
sigma_state[1],0.769,0.153,0.48,1.056,0.004,0.003,1540.0,1331.0,1.0
sigma_state[2],0.627,0.147,0.356,0.915,0.007,0.006,576.0,490.0,1.0
sigma_u,0.219,0.124,0.0,0.419,0.005,0.002,539.0,985.0,1.0
"trans[0, 0]",0.523,0.096,0.358,0.716,0.003,0.002,1181.0,1534.0,1.0
"trans[0, 1]",0.206,0.155,0.002,0.505,0.008,0.005,490.0,1207.0,1.0
"trans[0, 2]",0.271,0.136,0.0,0.46,0.006,0.004,542.0,534.0,1.0
"trans[1, 0]",0.225,0.131,0.024,0.48,0.006,0.004,600.0,738.0,1.0
"trans[1, 1]",0.579,0.122,0.359,0.805,0.003,0.002,1547.0,2391.0,1.0
"trans[1, 2]",0.195,0.127,0.003,0.41,0.004,0.002,679.0,1348.0,1.0
"trans[2, 0]",0.407,0.145,0.073,0.637,0.009,0.007,377.0,388.0,1.0
